agreement,grid
0.8479146692233941,1.9307|21.5443|22|26.827|30|40|50|220
0.8479146692233941,1.9307|21.5443|22|30|35|40|50|220
0.8477948226270374,1.9307|20|21.5443|22|51.7947|220
0.8477948226270374,1.9307|15|21.5443|25|30|51.7947|220
0.8477948226270374,1.9307|15|21.5443|25|40|51.7947|220
0.8477948226270374,1.9307|15|21.5443|26.827|40|51.7947|220
0.8477948226270374,1.9307|15|22|40|50|51.7947|220
0.8477948226270374,1.9307|21.5443|22|25|30|50|220
0.8477948226270374,1.9307|15|20|21.5443|40|50|60|220
0.8477948226270374,1.9307|15|21.5443|22|25|30|51.7947|220
0.8477948226270374,1.9307|15|21.5443|22|25|40|51.7947|220
0.8477948226270374,1.9307|15|21.5443|22|26.827|40|51.7947|220
0.8477948226270374,1.9307|15|21.5443|25|26.827|35|51.7947|220
0.8477948226270374,1.9307|15|21.5443|25|30|35|51.7947|220
0.8477948226270374,1.9307|15|21.5443|25|30|40|51.7947|220
0.8477948226270374,1.9307|15|21.5443|26.827|35|40|51.7947|220
0.8477948226270374,1.9307|15|22|25|40|50|51.7947|220
0.8477948226270374,1.9307|15|22|26.827|40|50|51.7947|220
0.8477948226270374,1.9307|21.5443|22|25|30|35|50|220
0.8477948226270374,1.9307|21.5443|22|25|30|40|50|220
0.8476749760306808,1.9307|20|22|51.7947|220
0.8476749760306808,1.9307|15|21.5443|26.827|35|51.7947|220
0.8475551294343241,1.9307|15|21.5443|30|51.7947|220
0.8475551294343241,1.9307|21.5443|22|30|50|220
0.8475551294343241,1.9307|15|21.5443|22|30|51.7947|220
0.8475551294343241,1.9307|15|21.5443|25|26.827|51.7947|220
0.8475551294343241,1.9307|15|21.5443|30|40|51.7947|220
0.8475551294343241,1.9307|15|25|40|51.7947|60|220
0.8475551294343241,1.9307|21.5443|22|30|40|50|220
0.8475551294343241,1.9307|15|21.5443|22|25|26.827|51.7947|220
0.8475551294343241,1.9307|15|21.5443|22|30|40|51.7947|220
0.8475551294343241,1.9307|15|22|25|26.827|50|51.7947|220
0.8475551294343241,1.9307|15|25|26.827|30|51.7947|60|220
0.8475551294343241,1.9307|15|25|26.827|40|51.7947|60|220
0.8474352828379674,1.9307|15|21.5443|26.827|51.7947|220
0.8474352828379674,1.9307|15|21.5443|22|26.827|51.7947|220
0.8474352828379674,1.9307|15|22|26.827|50|51.7947|220
0.8474352828379674,1.9307|15|25|30|51.7947|60|220
0.8474352828379674,1.9307|15|21.5443|25|35|40|51.7947|220
0.8474352828379674,1.9307|15|21.5443|26.827|30|50|51.7947|220
0.8474352828379674,1.9307|15|21.5443|30|35|50|51.7947|220
0.8474352828379674,1.9307|15|25|30|40|51.7947|60|220
0.8473154362416108,1.9307|15|21.5443|25|51.7947|220
0.8473154362416108,1.9307|15|22|50|51.7947|220
0.8473154362416108,1.9307|15|21.5443|22|25|51.7947|220
0.8473154362416108,1.9307|15|21.5443|25|35|51.7947|220
0.8473154362416108,1.9307|15|22|25|50|51.7947|220
0.8473154362416108,1.9307|15|21.5443|25|30|50|51.7947|220
0.8471955896452541,1.9307|15|25|51.7947|60|220
0.8471955896452541,1.9307|15|20|21.5443|50|60|220
0.8471955896452541,1.9307|15|25|26.827|51.7947|60|220
0.8470757430488974,1.9307|15|21.5443|30|50|51.7947|220
0.8470757430488974,1.9307|15|21.5443|35|40|51.7947|220
0.8470757430488974,1.9307|20|21.5443|40|50|220|1000
0.8470757430488974,1.9307|21.5443|22|40|50|220|1000
0.8470757430488974,1.9307|15|20|21.5443|26.827|50|60|220
0.8470757430488974,1.9307|15|21.5443|22|30|50|51.7947|220
0.8470757430488974,1.9307|15|21.5443|30|40|50|51.7947|220
0.8470757430488974,1.9307|20|21.5443|22|40|50|220|1000
0.8469558964525408,1.9307|15|21.5443|35|51.7947|220
0.8469558964525408,1.9307|15|22|40|51.7947|220
0.8469558964525408,1.9307|15|25|40|51.7947|220
0.8469558964525408,1.9307|15|25|26.827|30|51.7947|220
0.8469558964525408,1.9307|15|25|26.827|40|51.7947|220
0.8469558964525408,1.9307|20|22|40|50|220|1000
