agreement,grid
0.88,35|40|100|150|1000
0.88,35|40|100|150|220|500
0.88,35|40|100|150|220|1000
0.88,35|40|100|150|500|1000
0.88,0|15|21.5443|51.7947|70|150|1000
0.88,35|40|100|150|220|500|1000
0.88,0|15|21.5443|40|51.7947|70|150|1000
0.88,0|15|21.5443|51.7947|70|150|500|1000
0.88,0|15|35|50|70|80|150|1000
0.88,15|35|50|51.7947|70|80|150|1000
0.8798837209302326,0|15|21.5443|70|150|1000
0.8798837209302326,15|40|51.7947|70|150|1000
0.8798837209302326,0|15|20|21.5443|70|150|1000
0.8798837209302326,0|15|21.5443|22|70|150|1000
0.8798837209302326,0|15|21.5443|40|70|150|1000
0.8798837209302326,0|15|21.5443|50|70|150|1000
0.8798837209302326,0|15|21.5443|70|150|500|1000
0.8798837209302326,15|21.5443|40|51.7947|70|150|1000
0.8798837209302326,15|40|51.7947|70|150|500|1000
0.8798837209302326,0|15|20|21.5443|22|70|150|1000
0.8798837209302326,0|15|20|21.5443|40|70|150|1000
0.8798837209302326,0|15|20|21.5443|70|150|500|1000
0.8798837209302326,0|15|21.5443|22|40|70|150|1000
0.8798837209302326,0|15|21.5443|22|70|150|500|1000
0.8798837209302326,0|15|21.5443|40|50|70|150|1000
0.8798837209302326,0|15|21.5443|40|70|150|500|1000
0.8798837209302326,0|15|21.5443|50|51.7947|70|150|1000
0.8798837209302326,0|15|21.5443|50|70|150|500|1000
0.8798837209302326,15|20|21.5443|40|51.7947|70|150|1000
0.8798837209302326,15|21.5443|40|51.7947|70|150|500|1000
0.8797674418604651,15|40|50|70|150|1000
0.8797674418604651,15|40|50|51.7947|70|150|1000
0.8797674418604651,15|40|50|70|150|500|1000
0.8797674418604651,15|21.5443|40|50|51.7947|70|150|1000
0.8797674418604651,15|40|50|51.7947|70|150|500|1000
0.8795348837209302,15|20|40|51.7947|70|150|1000
0.8795348837209302,15|20|40|51.7947|70|150|500|1000
0.8793023255813953,15|51.7947|70|150|1000
0.8793023255813953,0|15|30|70|150|1000
0.8793023255813953,15|20|51.7947|70|150|1000
0.8793023255813953,15|51.7947|70|150|500|1000
0.8793023255813953,0|15|30|40|70|150|1000
0.8793023255813953,0|15|30|70|150|500|1000
0.8793023255813953,15|20|51.7947|70|150|500|1000
0.8793023255813953,0|15|30|40|70|150|500|1000
0.8791860465116279,15|50|70|150|1000
0.8791860465116279,15|50|51.7947|70|150|1000
0.8791860465116279,15|50|70|150|500|1000
0.8791860465116279,0|15|20|22|70|150|1000
0.8791860465116279,15|50|51.7947|70|150|500|1000
0.8791860465116279,0|15|20|22|40|70|150|1000
0.8791860465116279,0|15|20|22|70|150|500|1000
0.8791860465116279,15|20|21.5443|51.7947|70|100|150|1000
0.8791860465116279,15|35|50|80|100|150|220|1000
0.8790697674418605,0|15|22|40|70|150|1000
0.8790697674418605,0|15|22|40|70|150|500|1000
0.8790697674418605,15|20|21.5443|51.7947|60|70|150|1000
0.878953488372093,15|40|51.7947|70|100|150|1000
0.878953488372093,15|20|40|51.7947|70|100|150|1000
0.878953488372093,15|35|51.7947|60|70|80|150|1000
0.878953488372093,15|40|51.7947|70|100|150|500|1000
0.8788372093023256,35|80|100|150|500
0.8788372093023256,35|80|100|150|1000
0.8788372093023256,35|80|100|150|220|500
0.8788372093023256,35|80|100|150|220|1000
0.8788372093023256,35|80|100|150|500|1000
0.8788372093023256,35|80|100|150|220|500|1000
0.8787209302325582,0|15|22|70|150|1000
0.8787209302325582,0.1|15|40|50|70|150|500
0.8787209302325582,0|15|22|30|70|150|1000
0.8787209302325582,0|15|22|70|150|500|1000
0.8787209302325582,15|20|51.7947|70|100|150|1000
0.8787209302325582,0|0.1|15|40|50|70|150|500
0.8787209302325582,0|15|22|30|40|70|150|1000
0.8787209302325582,0|15|22|30|70|150|500|1000
0.8787209302325582,15|20|51.7947|70|100|150|500|1000
0.8784883720930232,0|15|40|70|100|150|1000
0.8784883720930232,0|15|40|70|100|150|500|1000
0.8783720930232558,15|51.7947|70|100|150|1000
0.8783720930232558,0|0.1|15|50|70|150|500
0.8783720930232558,15|51.7947|70|100|150|500|1000
0.8783720930232558,15|20|40|51.7947|60|70|150|1000
0.8782558139534884,15|20|22|40|51.7947|70|150|1000
0.878139534883721,0.1|15|50|70|150|500
0.878139534883721,0|15|70|100|150|1000
0.878139534883721,0|15|70|100|150|500|1000
0.878139534883721,15|20|51.7947|60|70|150|1000
0.878139534883721,15|20|51.7947|60|70|150|500|1000
0.8780232558139535,15|20|22|51.7947|70|150|1000
0.8780232558139535,15|50|80|100|150|220|1000
0.8780232558139535,0|15|50|80|100|150|220|1000
0.8780232558139535,15|20|22|51.7947|70|150|500|1000
0.8780232558139535,15|40|50|80|100|150|220|1000
0.8780232558139535,15|50|51.7947|80|100|150|220|1000
0.8780232558139535,15|50|80|100|150|220|500|1000
0.877906976744186,15|21.5443|51.7947|70|80|150|1000
0.877906976744186,0|15|21.5443|51.7947|70|80|150|1000
0.877906976744186,15|20|21.5443|51.7947|70|80|150|1000
0.877906976744186,15|21.5443|40|51.7947|70|80|150|1000
0.877906976744186,15|21.5443|51.7947|70|80|150|500|1000
0.8777906976744186,15|21.5443|50|51.7947|70|80|150|1000
0.8773255813953489,15|40|51.7947|60|70|150|1000
0.8773255813953489,15|40|51.7947|60|70|150|500|1000
0.877093023255814,15|21.5443|51.7947|80|100|150|1000
0.877093023255814,15|20|21.5443|51.7947|80|100|150|1000
0.877093023255814,15|21.5443|40|51.7947|80|100|150|1000
0.877093023255814,15|21.5443|51.7947|80|100|150|500|1000
